"Name","Author","AVG_Rating","AVG_Reviews","AVG_Price","Years_Count","Years_List","Genre"
"The 17 Day Diet: A Doctor's Plan Designed for Rapid Results","Mike Moreno","4.300000190734863","2314.0000","22","1","2011","Non Fiction"
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman","Timothy Ferriss","4.300000190734863","4587.0000","21","1","2011","Non Fiction"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","4.75","14515.5000","18","10","2010,2011,2012,2013,2014,2015,2016,2017,2018,2019","Non Fiction"
"The 5000 Year Leap","W. Cleon Skousen","4.800000190734863","1680.0000","12","1","2009","Non Fiction"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","4.642857006617954","7353.5714","20.571428571428573","7","2009,2011,2012,2013,2015,2016,2017","Non Fiction"
"The Alchemist","Paulo Coelho","4.699999809265137","35799.0000","39","1","2014","Fiction"
"The Amateur","Edward Klein","4.599999904632568","2580.0000","9","1","2012","Non Fiction"
"The Art of Racing in the Rain: A Novel","Garth Stein","4.699999809265137","11813.0000","10","2","2010,2011","Fiction"
"The Big Short: Inside the Doomsday Machine","Michael Lewis","4.699999809265137","3536.0000","17","1","2010","Non Fiction"
"The Blood of Olympus (The Heroes of Olympus (5))","Rick Riordan","4.800000190734863","6600.0000","11","1","2014","Fiction"
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!","Mark Hyman M.D.","4.199999809265137","1789.0000","14","1","2012","Non Fiction"
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Bessel van der Kolk M.D.","4.800000190734863","12361.0000","12","1","2019","Non Fiction"
"The Book of Basketball: The NBA According to The Sports Guy","Bill Simmons","4.699999809265137","858.0000","53","1","2009","Non Fiction"
"The Book Thief","Markus Zusak","4.599999904632568","23148.0000","6","2","2013,2014","Fiction"
"The Book with No Pictures","B. J. Novak","4.800000190734863","8081.0000","8","2","2014,2015","Fiction"
"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown","4.800000190734863","23358.0000","12","2","2014,2015","Non Fiction"
"The Casual Vacancy","J.K. Rowling","3.299999952316284","9372.0000","12","1","2012","Fiction"
"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…","Thomas Campbell","4.699999809265137","4633.0000","21","1","2011","Non Fiction"
"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos","4.300000190734863","13061.0000","6","2","2018,2019","Non Fiction"
"The Confession: A Novel","John Grisham","4.300000190734863","3523.0000","13","1","2010","Fiction"
"The Constitution of the United States","Delegates of the Constitutional","4.800000190734863","2774.0000","0","1","2016","Non Fiction"
"The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race","Jon Stewart","4.400000095367432","440.0000","11","1","2010","Non Fiction"
"The Day the Crayons Quit","Drew Daywalt","4.800000190734863","8922.0000","9","3","2013,2014,2015","Fiction"
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever","Pierre Dukan","4.099999904632568","2023.0000","15","1","2011","Non Fiction"
"The Elegance of the Hedgehog","Muriel Barbery","4","1859.0000","11","1","2009","Fiction"
"The Fault in Our Stars","John Green","4.699999809265137","50482.0000","11.5","3","2012,2013,2014","Fiction"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","4.599999904632568","3207.0000","6","5","2009,2010,2011,2012,2013","Non Fiction"
"The Five Love Languages: How to Express Heartfelt Commitment to Your Mate","Gary Chapman","4.599999904632568","803.0000","9","1","2009","Non Fiction"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","4.699999809265137","23308.0000","6","6","2013,2015,2016,2017,2018,2019","Non Fiction"
"The Getaway","Jeff Kinney","4.800000190734863","5836.0000","0","1","2017","Fiction"
"The Girl on the Train","Paula Hawkins","4.099999904632568","79446.0000","12.5","2","2015,2016","Fiction"
"The Girl Who Kicked the Hornet's Nest (Millennium Trilogy)","Stieg Larsson","4.699999809265137","7747.0000","14","2","2010,2011","Fiction"
"The Girl Who Played with Fire (Millennium Series)","Stieg Larsson","4.699999809265137","7251.0000","9","1","2010","Fiction"
"The Girl Who Played with Fire (Millennium)","Stieg Larsson","4.699999809265137","7251.0000","16","1","2009","Fiction"
"The Girl with the Dragon Tattoo (Millennium Series)","Stieg Larsson","4.400000095367432","10559.0000","2","2","2009,2010","Fiction"
"The Going-To-Bed Book","Sandra Boynton","4.800000190734863","5249.0000","5","2","2016,2017","Fiction"
"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","Donna Tartt","3.9000000953674316","33844.0000","20","2","2013,2014","Fiction"
"The Great Gatsby","F. Scott Fitzgerald","4.400000095367432","11616.0000","7","3","2012,2013,2014","Fiction"
"The Guardians: A Novel","John Grisham","4.5","13609.0000","14","1","2019","Fiction"
"The Guernsey Literary and Potato Peel Pie Society","Mary Ann Shaffer","4.699999809265137","8587.0000","10","1","2009","Fiction"
"The Handmaid's Tale","Margaret Atwood","4.300000190734863","29442.0000","7","1","2017","Fiction"
"The Harbinger: The Ancient Mystery that Holds the Secret of America's Future","Jonathan Cahn","4.599999904632568","11098.0000","13","1","2012","Fiction"
"The Hate U Give","Angie Thomas","4.800000190734863","9947.0000","11","1","2018","Fiction"
"The Help","Kathryn Stockett","4.800000190734863","13871.0000","6.75","3","2009,2010,2011","Fiction"
"The House of Hades (Heroes of Olympus, Book 4)","Rick Riordan","4.800000190734863","6982.0000","14","1","2013","Fiction"
"The Hunger Games","Suzanne Collins","4.699999809265137","32122.0000","14","1","2010","Fiction"
"The Hunger Games (Book 1)","Suzanne Collins","4.699999809265137","32122.0000","8","2","2011,2012","Fiction"
"The Hunger Games Trilogy Boxed Set (1)","Suzanne Collins","4.800000190734863","16949.0000","30","2","2011,2012","Fiction"
"The Immortal Life of Henrietta Lacks","Rebecca Skloot","4.699999809265137","9289.0000","10.333333333333334","3","2010,2011,2012","Non Fiction"
"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph","4.300000190734863","7368.0000","7","2","2017,2018","Non Fiction"
"The Last Lecture","Randy Pausch","4.699999809265137","4028.0000","9","1","2009","Non Fiction"
"The Last Olympian (Percy Jackson and the Olympians, Book 5)","Rick Riordan","4.800000190734863","4628.0000","7","2","2009,2010","Fiction"
"The Legend of Zelda: Hyrule Historia","Patrick Thorpe","4.900000095367432","5396.0000","20","1","2013","Fiction"
"The Lego Ideas Book: Unlock Your Imagination","Daniel Lipkowitz","4.400000095367432","4247.0000","13","2","2011,2012","Non Fiction"
"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kondō","4.5","22641.0000","11","4","2015,2016,2017,2019","Non Fiction"
"The Litigators","John Grisham","4.400000095367432","6222.0000","18","1","2011","Fiction"
"The Lost Hero (Heroes of Olympus, Book 1)","Rick Riordan","4.800000190734863","4506.0000","14","1","2010","Fiction"
"The Lost Symbol","Dan Brown","4.199999809265137","8747.0000","19","1","2009","Fiction"
"The Love Dare","Stephen Kendrick","4.800000190734863","1655.0000","13","1","2009","Non Fiction"
"The Magnolia Story","Chip Gaines","4.900000095367432","7861.0000","5","1","2016","Non Fiction"
"The Mark of Athena (Heroes of Olympus, Book 3)","Rick Riordan","4.800000190734863","6247.0000","10","1","2012","Fiction"
"The Martian","Andy Weir","4.699999809265137","39459.0000","9","1","2015","Fiction"
"The Maze Runner (Book 1)","James Dashner","4.5","10101.0000","8","1","2014","Fiction"
"The Meltdown (Diary of a Wimpy Kid Book 13)","Jeff Kinney","4.800000190734863","5898.0000","8","1","2018","Fiction"
"The Mueller Report","The Washington Post","4.599999904632568","2744.0000","12","1","2019","Non Fiction"
"The Nightingale: A Novel","Kristin Hannah","4.800000190734863","49288.0000","11","2","2015,2016","Fiction"
"The Official SAT Study Guide","The College Board","4.400000095367432","1201.0000","40","5","2010,2011,2012,2013,2014","Non Fiction"
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)","The College Board","4.300000190734863","807.0000","36","1","2016","Non Fiction"
"The Paris Wife: A Novel","Paula McLain","4.300000190734863","3759.0000","16","1","2011","Fiction"
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations","Ree Drummond","4.800000190734863","2663.0000","17","1","2013","Non Fiction"
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…","Ree Drummond","4.800000190734863","3428.0000","14","1","2015","Non Fiction"
"The Pioneer Woman Cooks: Food from My Frontier","Ree Drummond","4.800000190734863","2876.0000","21","1","2012","Non Fiction"
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free","Dr. Steven R Gundry MD","4.5","3601.0000","18","1","2018","Non Fiction"
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain","Dr. Steven R Gundry MD","4.400000095367432","7058.0000","17","1","2018","Non Fiction"
"The Pout-Pout Fish","Deborah Diesen","4.800000190734863","9784.0000","5","2","2017,2018","Fiction"
"The Power of Habit: Why We Do What We Do in Life and Business","Charles Duhigg","4.599999904632568","10795.0000","21","1","2012","Non Fiction"
"The President Is Missing: A Novel","James Patterson","4.300000190734863","10191.0000","18","1","2018","Fiction"
"The Racketeer","John Grisham","4.300000190734863","14493.0000","18","1","2012","Fiction"
"The Red Pyramid (The Kane Chronicles, Book 1)","Rick Riordan","4.599999904632568","2186.0000","12","1","2010","Fiction"
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)","F. A. Hayek","4.599999904632568","1204.0000","14","1","2010","Non Fiction"
"The Serpent's Shadow (The Kane Chronicles, Book 3)","Rick Riordan","4.800000190734863","2091.0000","12","1","2012","Fiction"
"The Shack: Where Tragedy Confronts Eternity","William P. Young","4.599999904632568","19720.0000","8","2","2009,2017","Fiction"
"The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga)","Stephenie Meyer","4.599999904632568","2122.0000","0","1","2010","Fiction"
"The Silent Patient","Alex Michaelides","4.5","27536.0000","14","1","2019","Fiction"
"The Son of Neptune (Heroes of Olympus, Book 2)","Rick Riordan","4.800000190734863","4290.0000","10","1","2011","Fiction"
"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson","4.599999904632568","26490.0000","15","3","2017,2018,2019","Non Fiction"
"The Sun and Her Flowers","Rupi Kaur","4.699999809265137","5487.0000","9","1","2017","Non Fiction"
"The Third Wheel (Diary of a Wimpy Kid, Book 7)","Jeff Kinney","4.699999809265137","6377.0000","7","1","2012","Fiction"
"The Throne of Fire (The Kane Chronicles, Book 2)","Rick Riordan","4.699999809265137","1463.0000","10","1","2011","Fiction"
"The Time Traveler's Wife","Audrey Niffenegger","4.400000095367432","3759.0000","6","1","2009","Fiction"
"The Tipping Point: How Little Things Can Make a Big Difference","Malcolm Gladwell","4.400000095367432","3503.0000","9","1","2009","Non Fiction"
"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness","Dave Ramsey","4.699999809265137","11550.0000","10","1","2019","Non Fiction"
"The Twilight Saga Collection","Stephenie Meyer","4.699999809265137","3801.0000","82","1","2009","Fiction"
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)","Jeff Kinney","4.800000190734863","3796.0000","12","1","2010","Fiction"
"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…","Dinah Bucholz","4.699999809265137","9030.0000","10","1","2019","Non Fiction"
"The Very Hungry Caterpillar","Eric Carle","4.900000095367432","19546.0000","5","7","2013,2014,2015,2016,2017,2018,2019","Fiction"
"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban","4.599999904632568","7508.0000","16","3","2015,2016,2017","Non Fiction"
"The Wonderful Things You Will Be","Emily Winfield Martin","4.900000095367432","8842.0000","10","4","2016,2017,2018,2019","Fiction"
"The Wonky Donkey","Craig Smith","4.800000190734863","30183.0000","4","2","2018,2019","Fiction"
"The Wright Brothers","David McCullough","4.699999809265137","6169.0000","16","1","2015","Non Fiction"
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]","Charles Krauthammer","4.699999809265137","7034.0000","15","1","2013","Non Fiction"
"Thinking, Fast and Slow","Daniel Kahneman","4.599999904632568","11034.0000","19","2","2011,2012","Non Fiction"
"Thirteen Reasons Why","Jay Asher","4.5","7932.0000","9","1","2017","Fiction"
"Thomas Jefferson: The Art of Power","Jon Meacham","4.5","1904.0000","23","1","2012","Non Fiction"
"Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time","Greg Mortenson","4.300000190734863","3319.0000","11","2","2009,2010","Non Fiction"
"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen","4.599999904632568","11128.0000","23","4","2014,2015,2016,2017","Non Fiction"
"Tina Fey: Bossypants","Tina Fey","4.300000190734863","5977.0000","12","1","2011","Non Fiction"
"To Kill a Mockingbird","Harper Lee","4.800000190734863","26234.0000","1.4","5","2013,2014,2015,2016,2019","Fiction"
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","Timothy Ferriss","4.599999904632568","4360.0000","21","1","2017","Non Fiction"
"Towers of Midnight (Wheel of Time, Book Thirteen)","Robert Jordan","4.800000190734863","2282.0000","21","1","2010","Fiction"
"True Compass: A Memoir","Edward M. Kennedy","4.5","438.0000","15","1","2009","Non Fiction"
"Twilight (The Twilight Saga, Book 1)","Stephenie Meyer","4.699999809265137","11676.0000","9","1","2009","Fiction"
"Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers","DK","4.5","2586.0000","5","1","2014","Fiction"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","4.800000190734863","29673.0000","15.4","4","2010,2011,2012,2014","Non Fiction"
"Under the Dome: A Novel","Stephen King","4.300000190734863","6740.0000","20","1","2009","Fiction"
"Unfreedom of the Press","Mark R. Levin","4.900000095367432","5956.0000","11","1","2019","Non Fiction"
"Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books)","Silly Bear","4.800000190734863","6108.0000","4","1","2019","Non Fiction"
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely","Lysa TerKeurst","4.699999809265137","4585.0000","9","1","2016","Non Fiction"
"Watchmen","Alan Moore","4.800000190734863","3829.0000","42","1","2009","Fiction"
"Water for Elephants: A Novel","Sara Gruen","4.5","8958.0000","12","1","2011","Fiction"
"What Happened","Hillary Rodham Clinton","4.599999904632568","5492.0000","18","1","2017","Non Fiction"
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","Randall Munroe","4.699999809265137","9292.0000","17","1","2014","Non Fiction"
"What Pet Should I Get? (Classic Seuss)","Dr. Seuss","4.699999809265137","1873.0000","14","1","2015","Fiction"
"What Should Danny Do? (The Power to Choose Series)","Adir Levy","4.800000190734863","8170.0000","13","1","2019","Fiction"
"What to Expect When You're Expecting","Heidi Murkoff","4.400000095367432","3341.0000","9","1","2011","Non Fiction"
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","William Davis","4.400000095367432","7497.0000","6","2","2012,2013","Non Fiction"
"When Breath Becomes Air","Paul Kalanithi","4.800000190734863","13779.0000","14","1","2016","Non Fiction"
"Where the Crawdads Sing","Delia Owens","4.800000190734863","87841.0000","15","1","2019","Fiction"
"Where the Wild Things Are","Maurice Sendak","4.800000190734863","9967.0000","13","1","2009","Fiction"
"Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane","The Staff of The Late Show with","4.599999904632568","6669.0000","12","1","2018","Non Fiction"
"Wild: From Lost to Found on the Pacific Crest Trail","Cheryl Strayed","4.400000095367432","17044.0000","18","1","2012","Non Fiction"
"Winter of the World: Book Two of the Century Trilogy","Ken Follett","4.5","10760.0000","15","1","2012","Fiction"
"Women Food and God: An Unexpected Path to Almost Everything","Geneen Roth","4.199999809265137","1302.0000","11","1","2010","Non Fiction"
"Wonder","R. J. Palacio","4.800000190734863","21625.0000","9","5","2013,2014,2015,2016,2017","Fiction"
"Wrecking Ball (Diary of a Wimpy Kid Book 14)","Jeff Kinney","4.900000095367432","9413.0000","8","1","2019","Fiction"
"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero","4.699999809265137","14331.0000","8","4","2016,2017,2018,2019","Non Fiction"
